Country,Source,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Albania,On-farm energy use,226.0438,234.3212,260.4061,72.9502,274.2112,251.255,419.1017,237.3833,221.0501,215.7642,215.6763,265.563,222.8433,251.0721,284.6735,277.2587,270.9307,309.3101,315.8057,322.5184
Albania,Forestland,72.8581,-1233.2859,-1233.2859,-1233.2859,-1233.2859,-1233.2859,-1233.2859,-1233.2859,-1233.2859,-1233.2859,-1233.2859,-961.0391,-961.0391,-961.0391,-961.0391,-961.0391,-352.0139,-352.0139,-352.0139,-352.0139
em,Net Forest conversion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Waste - agri-food systems,30.0914,30.2551,30.3963,30.7457,31.0842,31.2403,31.3768,31.6268,31.8838,31.7918,31.7784,31.8848,31.8228,31.8726,31.9202,31.7149,31.7708,31.8984,32.1066,32.1286
Albania,Fertilizers Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,On-farm electricity use,7.4985,8.3446,9.4964,4.3784,1.387,0.4402,0.5868,0.7113,2.9638,0.1063,0.2006,0.843,0.9745,2.6145,2.8888,1.3746,1.2809,1.2025,1.9835,1.8023
Albania,Food Processing,0,0,0,0,0,0,0,113.9319,84.9128,33.5661,56.6952,80.6564,79.6141,70.3155,88.8431,74.8776,48.6176,83.0238,40.3546,71.1224
Albania,Food Packaging,5.4731,5.8889,6.8466,7.2745,6.4248,6.2907,8.0601,7.9452,7.4259,4.2759,3.226,3.2688,3.0894,3.3605,6.8307,38.4345,4.0763,25.2409,50.2651,18.1994
Albania,Food Retail,0.3771,0.4001,0.459,0.4515,0.3246,4.7852,2.1217,13.928,25.7279,9.0928,11.3771,12.6047,9.3389,17.8248,19.424,18.0792,17.2194,21.064,23.2305,19.1034
Albania,Food Household Consumption,88.4067,100.3615,112.3585,104.0906,110.5288,82.498,100.8722,92.8165,108.0064,93.2042,105.2874,99.4146,98.7826,116.7691,122.3721,122.5409,123.4693,136.5224,139.9597,139.8051
Albania,Food Transport,163.6635,170.7985,193.4325,211.886,250.5345,258.8645,208.4745,229.2735,249.1,253.2204,245.3174,255.5864,246.3454,266.9694,268.0665,264.5565,248.0719,249.6215,218.847,310.8444
Albania,Energy,2940,3230,3750,4010,3880,4010,3640,3490,3920,3830,3950,4340,3820,4170,4970,3800,3790,4660,4200,4220
Albania,IPPU,219,127,138,464,460,417,415,589,621,699,978,1130,1190,1270,1200,1090,1020,1150,1160,1190
Albania,Waste,1.67,1.76,1.83,1.92,2.02,2.12,2.19,2.25,2.32,2.39,2.46,2.53,2.6,2.6,2.6,2.6,2.6,2.64,2.69,2.8
Albania,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Farm-gate emissions,336.5773,344.817,370.9019,183.4008,384.6386,361.6824,529.5291,347.8107,331.4776,326.1916,325.4503,375.3742,332.6545,360.2298,393.8312,386.3072,379.7693,418.2033,423.3912,428.2944
Albania,Land Use change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Emissions on agricultural land,336.5773,344.817,370.9019,183.4008,384.6386,361.6824,529.5291,347.8107,331.4776,326.1916,325.4503,375.3742,332.6545,360.2298,393.8312,386.3072,379.7693,418.2033,423.3912,428.2944
Albania,Pre- and post- production,295.5103,316.0487,352.9893,358.8267,400.2839,384.1189,351.4921,490.2332,510.0206,425.2575,453.8821,484.2587,469.9677,509.7264,540.3454,551.5782,474.5062,548.5735,506.747,593.0056
Albania,Agri-food systems,632.0876,660.8657,723.8912,542.2275,784.9225,745.8012,881.0212,838.0439,841.4981,751.449,779.3323,859.6329,802.6222,869.9561,934.1766,937.8854,854.2755,966.7768,930.1381,1021.3
Albania,LULUCF,183.3916,-1122.79,-1122.79,-1122.8353,-1122.8584,-1122.8584,-1122.8584,-1122.8584,-1122.8584,-1122.8584,-1123.5119,-851.2279,-851.2279,-851.8815,-851.8815,-851.9905,-243.1753,-243.1208,-244.4284,-246.2379
Albania,LULUCF,3303,2507,2056,1719,1789,1715,1638,1618,1179,911,,,,,,,,,,
Albania,AFOLU,183.3916,-1122.79,-1122.79,-1122.8353,-1122.8584,-1122.8584,-1122.8584,-1122.8584,-1122.8584,-1122.8584,-1123.5119,-851.2279,-851.2279,-851.8815,-851.8815,-851.9905,-243.1753,-243.1208,-244.4284,-246.2379
Albania,All sectors with LULUCF,3344.0616,2235.97,2767.04,3353.0847,3219.1616,3306.2616,2934.3316,2958.3916,3420.4616,3408.5316,3806.9481,4621.3021,4161.3721,4590.7185,5320.7185,4040.6095,4569.4247,5569.5192,5118.2616,5166.5621
Albania,All sectors without LULUCF,3160.67,3358.76,3889.83,4475.92,4342.02,4429.12,4057.19,4081.25,4543.32,4531.39,4930.46,5472.53,5012.6,5442.6,6172.6,4892.6,4812.6,5812.64,5362.69,5412.8
Algeria,Drained organic soils (CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,On-farm energy use,184.7488,180.5325,191.9051,203.8346,194.1059,214.3588,210.3119,236.031,242.8878,267.9593,284.6777,306.6956,305.8818,337.0858,401.9888,393.7252,380.7262,387.1334,360.4781,352.1759
Algeria,Forestland,-111.1403,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-901.736,-901.736,-901.736,-901.736,-901.736,-440.7773,-440.7773,-440.7773,-440.7773
Algeria,Net Forest conversion,684.9333,0,0,0,0,0,0,0,0,0,0,276.32,276.32,276.32,276.32,276.32,637.8973,637.8973,637.8973,637.8973
Algeria,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,Waste - agri-food systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,Fertilizers Manufacturing,0,0,183.7924,256.0715,284.0626,263.5411,96.9485,317.2749,58.3224,19.8705,97.0227,94.0348,2291.3829,1810.6709,2998.5145,3249.0138,3600.7867,2991.647,3175.0409,3339.3358
Algeria,On-farm electricity use,87.5314,89.3259,91.1204,92.9148,94.7409,93.9052,151.46,209.0148,266.5696,341.064,548.4988,610.3813,683.755,427.2122,820.929,808.001,833.8569,893.7959,707.515,684.8323
Algeria,Food Processing,0,0,0,0,0,0,0,0,0,1341.3589,1036.7045,1555.7534,1693.6146,1891.9167,2023.0054,2182.7935,2270.7739,2421.9485,2401.8219,2401.8219
Algeria,Food Packaging,86.1603,235.8531,245.2221,242.987,85.7844,96.4527,95.3587,98.0818,107.9934,722.7412,733.7055,739.2199,740.6723,1025.8972,1093.5828,1179.5082,1216.4238,1341.8818,1484.3757,1141.7233
Algeria,Food Retail,1.4472,1.3501,1.4422,1.464,1.3987,1.6918,1.5829,1.7085,1.7085,1.8928,1.7436,1.9714,2.3012,0,0,0,0,0,0,0
Algeria,Food Household Consumption,7835.5623,8238.6839,8942.3768,9281.8347,10064.9094,11755.0341,8890.3364,9758.1142,10226.9484,8026.7098,7894.4696,8776.5679,10061.7343,11353.5026,11751.2019,12983.1201,13132.7288,13938.4037,16253.0811,16253.0811
Algeria,Food Transport,1683,1738,1948.355,2046.3985,2233,2354,2464,2739,2918.8841,3112.845,3321.31,3586.0479,4070.239,4268.925,4639.885,4928,4774.56,4713.795,4813.915,4715.5714
Algeria,Energy,86400,80600,86100,87400,83500,101000,94500,102000,102000,113000,110000,112000,121000,136000,146000,154000,153000,157000,165000,171000
Algeria,IPPU,5670,5650,6210,6200,7050,7880,8610,9250,9680,10300,10600,10500,10400,9580,11700,12900,15000,14100,16300,15400
Algeria,Waste,1.29,1.33,1.36,1.4,1.43,1.47,1.51,1.55,1.6,1.64,1.69,1.74,1.79,1.85,1.9,1.96,2.01,2.06,2.11,2.15
Algeria,Farm-gate emissions,184.7488,180.5325,191.9051,203.8346,194.1059,214.3588,210.3119,236.031,242.8878,267.9593,284.6777,306.6956,305.8818,337.0858,401.9888,393.7252,380.7262,387.1334,360.4781,352.1759
Algeria,Land Use change,684.9333,0,0,0,0,0,0,0,0,0,0,276.32,276.32,276.32,276.32,276.32,637.8973,637.8973,637.8973,637.8973
Algeria,Emissions on agricultural land,869.6821,180.5325,191.9051,203.8346,194.1059,214.3588,210.3119,236.031,242.8878,267.9593,284.6777,583.0156,582.2018,613.4058,678.3088,670.0452,1018.6235,1025.0307,998.3754,990.0733
Algeria,Pre- and post- production,9693.7012,10303.213,11412.3089,11921.6705,12763.896,14564.6249,11699.6865,13123.1942,13580.4264,13566.4822,13633.4547,15363.9766,19543.6993,20778.1246,23327.1186,25330.4366,25829.1301,26301.4719,28835.7496,28536.3658
Algeria,Agri-food systems,10563.3834,10483.7455,11604.214,12125.505,12958.0019,14778.9837,11909.9984,13359.2252,13823.3143,13834.4415,13918.1324,15946.9922,20125.9011,21391.5304,24005.4274,26000.4818,26847.7536,27326.5026,29834.125,29526.4391
Algeria,LULUCF,573.793,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-625.416,-625.416,-625.416,-625.416,-625.416,197.12,197.12,197.12,197.12
Algeria,LULUCF,-8148.2,,,,,,,,,,,,,,,,,,,
Algeria,AFOLU,573.793,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-2405.4983,-625.416,-625.416,-625.416,-625.416,-625.416,197.12,197.12,197.12,197.12
Algeria,All sectors with LULUCF,92645.083,83845.8317,89905.8617,91195.9017,88145.9317,106475.9717,100706.0117,108846.0517,109276.1017,120896.1417,118196.1917,121876.324,130776.374,144956.434,157076.484,166276.544,168199.13,171299.18,181499.23,186599.27
Algeria,All sectors without LULUCF,92071.29,86251.33,92311.36,93601.4,90551.43,108881.47,103111.51,111251.55,111681.6,123301.64,120601.69,122501.74,131401.79,145581.85,157701.9,166901.96,168002.01,171102.06,181302.11,186402.15
American Samoa,Drained organic soils (CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Forestland,-58.8991,-47.4212,-47.4212,-47.4212,-47.4212,-47.4212,-47.4212,-47.4212,-47.4212,-47.4212,-47.4212,-44.7322,-44.7322,-44.7322,-44.7322,-44.7322,-50.3736,-50.3736,-50.3736,-50.3736
American Samoa,Net Forest conversion,7.9612,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.8374,8.8374,8.8374,8.8374,8.8374,9.2257,9.2257,9.2257,9.2257
American Samoa,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Waste - agri-food systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Farm-gate emissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Land Use change,7.9612,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.8374,8.8374,8.8374,8.8374,8.8374,9.2257,9.2257,9.2257,9.2257
American Samoa,Emissions on agricultural land,7.9612,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.8374,8.8374,8.8374,8.8374,8.8374,9.2257,9.2257,9.2257,9.2257
American Samoa,Pre- and post- production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Agri-food systems,7.9612,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.0212,8.8374,8.8374,8.8374,8.8374,8.8374,9.2257,9.2257,9.2257,9.2257
American Samoa,LULUCF,-50.9378,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-35.8948,-35.8948,-35.8948,-35.8948,-35.8948,-41.1479,-41.1479,-41.1479,-41.1479
American Samoa,AFOLU,-50.9378,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-35.8948,-35.8948,-35.8948,-35.8948,-35.8948,-41.1479,-41.1479,-41.1479,-41.1479
American Samoa,All sectors with LULUCF,-50.9378,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-39.4,-35.8948,-35.8948,-35.8948,-35.8948,-35.8948,-41.1479,-41.1479,-41.1479,-41.1479
Andorra,Drained organic soils (CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,On-farm energy use,30.2426,29.5064,28.9707,27.9497,28.5189,27.8389,26.0971,24.9554,24.7427,22.8546,22.3767,20.1011,19.6815,19.7989,19.1505,19.4042,19.7583,19.7597,20.4521,20.7124
Andorra,Forestland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Net Forest conversion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Waste - agri-food systems,2.1323,2.1403,2.1532,2.1831,2.2037,2.2126,2.2217,2.2352,2.2386,2.2279,2.2215,2.2266,2.2135,2.2137,2.2161,2.2,2.2038,2.2073,2.2144,2.2124
Andorra,On-farm electricity use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Energy,525,527,535,537,563,578,548,542,542,519,519,494,490,479,464,468,472,468,456,438
Andorra,IPPU,21.2,21.8,21.1,21.9,21.5,22.1,21.3,22.3,20.7,18.4,20.5,20,19.2,18.3,18.3,17.2,17.4,17.9,17.2,16.5
Andorra,Waste,1.88,1.99,2.2,2.27,2.36,2.46,2.48,2.55,2.61,2.32,2.53,2.64,2.77,2.38,2.4,2.43,2.3,2.35,2.39,2.41
Andorra,Farm-gate emissions,30.2426,29.5064,28.9707,27.9497,28.5189,27.8389,26.0971,24.9554,24.7427,22.8546,22.3767,20.1011,19.6815,19.7989,19.1505,19.4042,19.7583,19.7597,20.4521,20.7124
Andorra,Land Use change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Emissions on agricultural land,30.2426,29.5064,28.9707,27.9497,28.5189,27.8389,26.0971,24.9554,24.7427,22.8546,22.3767,20.1011,19.6815,19.7989,19.1505,19.4042,19.7583,19.7597,20.4521,20.7124
Andorra,Pre- and post- production,2.1323,2.1403,2.1532,2.1831,2.2037,2.2126,2.2217,2.2352,2.2386,2.2279,2.2215,2.2266,2.2135,2.2137,2.2161,2.2,2.2038,2.2073,2.2144,2.2124
Andorra,Agri-food systems,32.375,31.6467,31.1239,30.1328,30.7226,30.0515,28.3188,27.1906,26.9813,25.0825,24.5982,22.3277,21.895,22.0126,21.3666,21.6042,21.9621,21.967,22.6665,22.9248
Andorra,LULUCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,AFOLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,All sectors with LULUCF,548.08,550.79,558.3,561.17,586.86,602.56,571.78,566.85,565.31,539.72,542.03,516.64,511.97,499.68,484.7,487.63,491.7,488.25,475.59,456.91
Andorra,All sectors without LULUCF,548.08,550.79,558.3,561.17,586.86,602.56,571.78,566.85,565.31,539.72,542.03,516.64,511.97,499.68,484.7,487.63,491.7,488.25,475.59,456.91
Angola,Drained organic soils (CO2),345.4496,343.539,342.9971,343.9351,343.0877,339.2544,336.4981,336.4981,335.1331,333.3506,333.4484,332.2895,332.2895,333.1566,333.1261,332.2788,330.5841,331.6273,332.4748,315.6785
Angola,On-farm energy use,41.5929,51.1476,58.5592,70.8961,64.4785,70.748,79.5775,111.803,136.7912,161.0186,164.8406,172.3792,163.4885,174.8946,178.4511,161.9565,218.0189,173.4847,186.8427,188.521
Angola,Forestland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Net Forest conversion,9847.2211,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283
Angola,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Waste - agri-food systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,On-farm electricity use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Food Processing,5.6911,5.5447,6.0497,6.2294,6.0411,6.295,28.5144,46.3054,45.6484,62.1791,74.9951,89.4274,185.0679,163.218,243.6317,179.7464,153.181,135.6071,113.6441,129.8034
Angola,Food Packaging,39.5218,46.1157,48.2737,97.3055,109.1023,108.3911,125.6854,133.7372,149.4026,161.1741,194.3778,165.1342,156.1987,121.5202,332.0621,237.9039,212.5584,220.0173,192.4732,238.1376
Angola,Food Retail,2.8457,2.7942,2.8114,3.1028,2.7771,2.6057,2.8971,151.0524,263.1013,311.963,344.3761,373.5342,391.2081,495.1658,423.3122,427.6189,382.3732,358.5519,283.9575,457.1134
Angola,Food Household Consumption,122.4674,155.0127,182.5796,214.589,179.5936,174.3615,282.3313,340.0336,477.143,578.8854,607.1402,654.1842,796.7329,935.7896,840.5078,877.7183,831.3651,912.1148,818.7676,900.7534
Angola,Food Transport,117.7,132,162.8,185.19,264.572,192.749,291.552,357.56,469.075,559.838,636.122,709.3,720.984,825.541,852.996,860.994,856.014,723.954,719.528,839.7648
Angola,Energy,16600,16300,16400,18100,16200,15200,16900,17400,18500,20300,22800,23900,25300,24700,35900,27000,28500,29400,25600,27000
Angola,IPPU,125,266,285,327,348,571,590,595,739,747,633,820,1210,1620,2040,2090,1560,1060,1110,1190
Angola,Farm-gate emissions,387.0425,394.6865,401.5563,414.8312,407.5663,410.0023,416.0756,448.3011,471.9244,494.3692,498.289,504.6687,495.778,508.0511,511.5772,494.2353,548.603,505.112,519.3175,504.1995
Angola,Land Use change,9847.2211,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.665,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283,35168.7283
Angola,Emissions on agricultural land,10234.2636,35563.3515,35570.2213,35583.4962,35576.2312,35578.6673,35584.7406,35616.9661,35640.5893,35663.0342,35666.954,35673.3971,35664.5063,35676.7794,35680.3055,35662.9636,35717.3314,35673.8403,35688.0458,35672.9278
Angola,Pre- and post- production,288.226,341.4673,402.5144,506.4167,562.0861,484.4023,730.9802,1028.6886,1404.3703,1674.0396,1857.0112,1991.58,2250.1916,2541.2346,2692.5098,2583.9815,2435.4917,2350.2451,2128.3704,2565.5726
Angola,Agri-food systems,10522.4896,35904.8188,35972.7357,36089.9129,36138.3173,36063.0696,36315.7208,36645.6547,37044.9596,37337.0738,37523.9652,37664.9771,37914.6979,38218.014,38372.8153,38246.9451,38152.8231,38024.0854,37816.4162,38238.5004
Angola,LULUCF,10192.6707,35512.2039,35511.662,35512.6001,35511.7527,35507.9193,35505.1631,35505.1631,35503.7981,35502.0155,35502.1133,35501.0178,35501.0178,35501.8849,35501.8545,35501.0071,35499.3125,35500.3556,35501.2031,35484.4068
Angola,LULUCF,-3074,,,,,1452,,,,,,,,,,,,,,
Angola,AFOLU,10192.6707,35512.2039,35511.662,35512.6001,35511.7527,35507.9193,35505.1631,35505.1631,35503.7981,35502.0155,35502.1133,35501.0178,35501.0178,35501.8849,35501.8545,35501.0071,35499.3125,35500.3556,35501.2031,35484.4068
Angola,All sectors with LULUCF,26917.6707,52078.2039,52196.662,53939.6001,52059.7527,51278.9193,52995.1631,53500.1631,54742.7981,56549.0155,58935.1133,60221.0178,62011.0178,61821.8849,73441.8545,64591.0071,65559.3125,65960.3556,62211.2031,63674.4068
Angola,All sectors without LULUCF,16725,16566,16685,18427,16548,15771,17490,17995,19239,21047,23433,24720,26510,26320,37940,29090,30060,30460,26710,28190
Anguilla,Drained organic soils (CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,On-farm energy use,3.4123,3.6649,3.383,4.0327,5.2642,5.3457,7.1811,6.7547,6.4001,5.6153,5.0076,4.2398,3.5642,3.0051,3.512,3.8762,3.5759,3.3825,3.6581,3.6874
Anguilla,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,On-farm electricity use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,Food Processing,1.2677,1.4446,0.8498,0.9752,1.3687,0.9799,1.0431,1.1515,0.7218,0.7415,0.8372,3.1771,3.2696,3.4162,3.2156,3.4341,3.8663,4.0098,5.1236,5.1178
Anguilla,Food Packaging,0,0,0,0,0,0,0,0,0,0,0,0.0443,0.0448,0.0425,0.0412,0.0468,0.0477,0.0466,0.0479,0.0408
Anguilla,Food Retail,3.1837,3.8547,4.0604,4.2827,4.6419,5.3816,5.7324,6.4245,6.1256,6.5151,7.0549,6.597,5.9815,6.1274,6.1832,6.3506,7.1095,5.2903,5.5805,7.6702
Anguilla,Food Household Consumption,6.0241,6.242,6.1611,6.1336,6.8461,6.6025,7.3782,8.2734,8.2593,8.7881,9.4983,9.1126,8.914,8.7223,9.1931,12.5763,13.1112,11.5172,12.1605,12.6968
Anguilla,Food Transport,1.463,1.507,0.9636,1.232,1.155,1.21,1.199,1.0681,1.397,1.969,2.431,2.596,2.596,2.794,2.783,2.794,2.871,2.937,2.86,2.874
Anguilla,Energy,88,95.3,95.3,103,122,129,144,151,151,147,151,143,143,118,140,154,154,143,147,152
Anguilla,IPPU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,Farm-gate emissions,3.4123,3.6649,3.383,4.0327,5.2642,5.3457,7.1811,6.7547,6.4001,5.6153,5.0076,4.2398,3.5642,3.0051,3.512,3.8762,3.5759,3.3825,3.6581,3.6874
Anguilla,Land Use change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
